State,Month,sick death,all death
Alabama,April,61.84615384615385,973.3333333333334
Alabama,August,51.4,915.1
Alabama,December,73.26470588235294,1042.5
Alabama,February,79.02702702702703,1052.7567567567567
Alabama,January,93.25581395348837,1081.8837209302326
Alabama,July,50.25,915.25
Alabama,June,51.05263157894737,924.4473684210526
Alabama,March,68.6923076923077,998.2820512820513
Alabama,May,56.225,935.9
Alabama,November,58.26829268292683,958.829268292683
Alabama,October,54.46666666666667,934.7333333333333
Alabama,September,51.717948717948715,923.4358974358975
Alaska,April,4.948717948717949,77.6923076923077
Alaska,August,4.2,76.95
Alaska,December,5.470588235294118,82.58823529411765
Alaska,February,5.27027027027027,77.0
Alaska,January,4.813953488372093,82.25581395348837
Alaska,July,3.4,77.525
Alaska,June,3.973684210526316,77.10526315789474
Alaska,March,5.076923076923077,80.2051282051282
Alaska,May,4.6,76.175
Alaska,November,4.926829268292683,78.73170731707317
Alaska,October,5.022222222222222,78.33333333333333
Alaska,September,4.333333333333333,77.74358974358974
Arizona,April,67.74358974358974,1029.2307692307693
Arizona,August,48.375,947.1
Arizona,December,69.08823529411765,1025.6764705882354
Arizona,February,84.86486486486487,1088.162162162162
Arizona,January,90.23255813953489,1099.3953488372092
Arizona,July,47.125,959.1
Arizona,June,53.526315789473685,980.6052631578947
Arizona,March,79.8974358974359,1062.076923076923
Arizona,May,59.575,981.675
Arizona,November,57.73170731707317,977.390243902439
Arizona,October,53.355555555555554,950.8
Arizona,September,52.84615384615385,948.2564102564103
Arkansas,April,45.333333333333336,586.1794871794872
Arkansas,August,36.425,550.75
Arkansas,December,54.55882352941177,625.6470588235294
Arkansas,February,60.4054054054054,631.1891891891892
Arkansas,January,67.4186046511628,660.2093023255813
Arkansas,July,37.65,559.8
Arkansas,June,40.60526315789474,558.6052631578947
Arkansas,March,51.333333333333336,610.7179487179487
Arkansas,May,42.05,572.425
Arkansas,November,43.75609756097561,583.5365853658536
Arkansas,October,40.577777777777776,568.2
Arkansas,September,38.05128205128205,556.5384615384615
California,April,418.05128205128204,4820.410256410257
California,August,319.925,4489.75
California,December,462.94117647058823,5103.911764705882
California,February,550.0,5264.4324324324325
California,January,612.1395348837209,5480.674418604651
California,July,328.225,4510.75
California,June,348.8421052631579,4584.868421052632
California,March,490.7435897435897,5039.538461538462
California,May,375.225,4644.05
California,November,397.8780487804878,4766.487804878048
California,October,353.4888888888889,4590.955555555555
California,September,330.46153846153845,4520.717948717948
Colorado,April,44.97435897435897,677.1282051282051
Colorado,August,30.375,629.075
Colorado,December,47.794117647058826,696.6470588235294
Colorado,February,54.78378378378378,710.6216216216217
Colorado,January,60.325581395348834,731.6046511627907
Colorado,July,31.725,623.1
Colorado,June,36.973684210526315,638.5
Colorado,March,52.56410256410256,706.6923076923077
Colorado,May,37.4,662.875
Colorado,November,38.90243902439025,661.780487804878
Colorado,October,38.888888888888886,664.6888888888889
Colorado,September,34.743589743589745,633.0512820512821
Connecticut,April,48.1025641025641,588.3846153846154
Connecticut,August,34.02777777777778,520.3611111111111
Connecticut,December,44.38235294117647,599.4411764705883
Connecticut,February,58.7027027027027,636.6216216216217
Connecticut,January,61.16279069767442,645.7674418604652
Connecticut,July,35.825,526.175
Connecticut,June,37.23684210526316,544.8421052631579
Connecticut,March,52.58974358974359,596.2820512820513
Connecticut,May,37.7,549.875
Connecticut,November,41.8974358974359,576.9487179487179
Connecticut,October,37.875,563.8
Connecticut,September,36.31428571428572,532.0285714285715
Delaware,April,10.948717948717949,161.5897435897436
Delaware,August,8.975,152.5
Delaware,December,10.529411764705882,168.8235294117647
Delaware,February,13.432432432432432,171.97297297297297
Delaware,January,14.837209302325581,179.95348837209303
Delaware,July,9.325,148.875
Delaware,June,9.210526315789474,150.60526315789474
Delaware,March,12.128205128205128,165.15384615384616
Delaware,May,9.875,153.65
Delaware,November,8.78048780487805,158.6829268292683
Delaware,October,9.444444444444445,158.04444444444445
Delaware,September,8.666666666666666,149.35897435897436
District of Columbia,April,6.282051282051282,93.71794871794872
District of Columbia,August,4.7,86.925
District of Columbia,December,5.588235294117647,95.5
District of Columbia,February,7.405405405405405,95.21621621621621
District of Columbia,January,7.72093023255814,100.62790697674419
District of Columbia,July,4.775,86.75
District of Columbia,June,5.315789473684211,88.94736842105263
District of Columbia,March,6.17948717948718,96.2051282051282
District of Columbia,May,5.225,87.175
District of Columbia,November,5.536585365853658,90.95121951219512
District of Columbia,October,5.288888888888889,91.46666666666667
District of Columbia,September,5.205128205128205,88.05128205128206
Florida,April,204.53846153846155,3601.8205128205127
Florida,August,172.6,3412.725
Florida,December,217.88235294117646,3670.294117647059
Florida,February,245.78378378378378,3811.4594594594596
Florida,January,259.86046511627904,3878.139534883721
Florida,July,179.375,3454.225
Florida,June,186.1315789473684,3481.9210526315787
Florida,March,227.53846153846155,3723.641025641026
Florida,May,187.2,3507.1
Florida,November,193.26829268292684,3504.9268292682927
Florida,October,185.64444444444445,3476.311111111111
Florida,September,177.35897435897436,3444.5641025641025
Georgia,April,90.05128205128206,1469.7179487179487
Georgia,August,69.85,1398.225
Georgia,December,105.61764705882354,1570.5
Georgia,February,112.4054054054054,1570.1891891891892
Georgia,January,124.88372093023256,1637.7906976744187
Georgia,July,69.225,1390.925
Georgia,June,75.78947368421052,1404.7368421052631
Georgia,March,100.05128205128206,1520.3076923076924
Georgia,May,78.0,1419.5
Georgia,November,86.70731707317073,1456.7073170731708
Georgia,October,76.04444444444445,1412.2444444444445
Georgia,September,75.7948717948718,1408.1538461538462
Hawaii,April,21.58974358974359,204.33333333333334
Hawaii,August,19.0,196.75
Hawaii,December,23.264705882352942,203.5
Hawaii,February,23.89189189189189,213.6216216216216
Hawaii,January,25.790697674418606,215.5581395348837
Hawaii,July,18.175,196.3
Hawaii,June,19.5,203.52631578947367
Hawaii,March,23.794871794871796,215.53846153846155
Hawaii,May,19.725,201.075
Hawaii,November,19.878048780487806,195.09756097560975
Hawaii,October,18.0,190.13333333333333
Hawaii,September,20.46153846153846,201.53846153846155
Idaho,April,16.28205128205128,245.23076923076923
Idaho,August,10.525,233.725
Idaho,December,16.61764705882353,247.55882352941177
Idaho,February,19.7027027027027,255.45945945945945
Idaho,January,22.27906976744186,258.6279069767442
Idaho,July,11.575,232.7
Idaho,June,12.947368421052632,236.1315789473684
Idaho,March,19.153846153846153,255.66666666666666
Idaho,May,13.975,240.6
Idaho,November,15.414634146341463,241.6341463414634
Idaho,October,14.133333333333333,239.48888888888888
Idaho,September,12.307692307692308,239.84615384615384
Illinois,April,148.3846153846154,1995.7435897435898
Illinois,August,120.65,1893.325
Illinois,December,166.41176470588235,2147.5
Illinois,February,181.0,2140.0
Illinois,January,207.5581395348837,2236.3953488372094
Illinois,July,118.825,1891.825
Illinois,June,122.6842105263158,1886.4736842105262
Illinois,March,169.07692307692307,2092.948717948718
Illinois,May,129.675,1925.325
Illinois,November,141.5609756097561,2003.780487804878
Illinois,October,136.2,1981.6444444444444
Illinois,September,125.1025641025641,1939.1025641025642
Indiana,April,93.48717948717949,1178.3076923076924
Indiana,August,68.775,1102.55
Indiana,December,99.55882352941177,1234.5588235294117
Indiana,February,110.0,1255.8108108108108
Indiana,January,123.27906976744185,1305.7441860465117
Indiana,July,70.4,1105.025
Indiana,June,72.94736842105263,1107.7368421052631
Indiana,March,106.56410256410257,1227.7435897435898
Indiana,May,77.75,1126.0
Indiana,November,79.60975609756098,1150.7560975609756
Indiana,October,78.8,1143.111111111111
Indiana,September,74.12820512820512,1115.8974358974358
Iowa,April,45.07692307692308,559.4615384615385
Iowa,August,31.925,519.3
Iowa,December,48.11764705882353,596.9705882352941
Iowa,February,54.16216216216216,596.027027027027
Iowa,January,62.0,625.7209302325581
Iowa,July,31.95,507.475
Iowa,June,35.21052631578947,518.8947368421053
Iowa,March,53.64102564102564,582.7692307692307
Iowa,May,38.3,532.625
Iowa,November,41.90243902439025,563.9268292682926
Iowa,October,39.6,553.4444444444445
Iowa,September,36.256410256410255,528.1794871794872
Kansas,April,34.53846153846154,484.71794871794873
Kansas,August,28.325,464.0
Kansas,December,40.14705882352941,519.2941176470588
Kansas,February,51.7027027027027,534.7837837837837
Kansas,January,53.46511627906977,559.5348837209302
Kansas,July,28.825,468.35
Kansas,June,31.763157894736842,471.5
Kansas,March,44.94871794871795,520.6153846153846
Kansas,May,30.375,471.175
Kansas,November,34.26829268292683,491.0731707317073
Kansas,October,33.86666666666667,484.46666666666664
Kansas,September,31.256410256410255,471.4102564102564
Kentucky,April,74.61538461538461,864.9487179487179
Kentucky,August,59.55,815.75
Kentucky,December,84.97058823529412,914.0882352941177
Kentucky,February,93.64864864864865,927.1891891891892
Kentucky,January,101.86046511627907,960.2558139534884
Kentucky,July,60.75,813.675
Kentucky,June,64.28947368421052,826.8947368421053
Kentucky,March,84.17948717948718,895.7692307692307
Kentucky,May,64.725,834.225
Kentucky,November,69.1951219512195,841.9512195121952
Kentucky,October,65.84444444444445,839.3333333333334
Kentucky,September,64.17948717948718,821.4871794871794
Louisiana,April,44.76923076923077,824.0512820512821
Louisiana,August,36.7,784.45
Louisiana,December,55.705882352941174,875.7941176470588
Louisiana,February,58.37837837837838,881.3783783783783
Louisiana,January,69.79069767441861,917.3023255813954
Louisiana,July,35.125,789.15
Louisiana,June,39.28947368421053,788.4473684210526
Louisiana,March,48.94871794871795,849.025641025641
Louisiana,May,40.675,803.6
Louisiana,November,43.31707317073171,812.2926829268292
Louisiana,October,38.17777777777778,790.0666666666667
Louisiana,September,38.743589743589745,785.6410256410256
Maine,April,21.974358974358974,269.61538461538464
Maine,August,14.725,243.475
Maine,December,19.764705882352942,269.5
Maine,February,23.81081081081081,274.5945945945946
Maine,January,25.511627906976745,289.25581395348837
Maine,July,14.95,244.775
Maine,June,15.578947368421053,245.68421052631578
Maine,March,23.666666666666668,279.35897435897436
Maine,May,17.9,254.15
Maine,November,16.829268292682926,263.6829268292683
Maine,October,16.88888888888889,261.1111111111111
Maine,September,15.153846153846153,250.35897435897436
Maryland,April,66.43589743589743,888.1282051282051
Maryland,August,53.15,837.8
Maryland,December,69.82352941176471,929.2352941176471
Maryland,February,82.32432432432432,967.3513513513514
Maryland,January,89.32558139534883,968.0697674418604
Maryland,July,54.9,844.775
Maryland,June,57.28947368421053,848.2368421052631
Maryland,March,74.53846153846153,913.3333333333334
Maryland,May,58.6,849.45
Maryland,November,61.46341463414634,886.2682926829268
Maryland,October,62.31111111111111,876.4
Maryland,September,55.41025641025641,843.0769230769231
Massachusetts,April,97.25641025641026,1086.820512820513
Massachusetts,August,71.525,983.85
Massachusetts,December,92.82352941176471,1095.8235294117646
Massachusetts,February,116.75675675675676,1176.5135135135135
Massachusetts,January,127.69767441860465,1203.7674418604652
Massachusetts,July,72.225,992.425
Massachusetts,June,77.52631578947368,1002.2894736842105
Massachusetts,March,107.48717948717949,1124.871794871795
Massachusetts,May,82.85,1020.725
Massachusetts,November,85.6829268292683,1057.3902439024391
Massachusetts,October,82.6,1044.5111111111112
Massachusetts,September,72.48717948717949,991.4102564102565
Michigan,April,133.64102564102564,1831.051282051282
Michigan,August,96.2,1669.7
Michigan,December,124.91176470588235,1845.9411764705883
Michigan,February,149.9189189189189,1915.6756756756756
Michigan,January,157.88372093023256,1945.0697674418604
Michigan,July,96.975,1682.75
Michigan,June,104.73684210526316,1692.8157894736842
Michigan,March,144.7948717948718,1872.4615384615386
Michigan,May,110.925,1722.975
Michigan,November,113.85365853658537,1761.658536585366
Michigan,October,110.86666666666666,1760.2888888888888
Michigan,September,99.05128205128206,1704.5897435897436
Minnesota,April,60.205128205128204,804.9487179487179
Minnesota,August,44.275,746.825
Minnesota,December,62.029411764705884,840.4411764705883
Minnesota,February,68.0,839.6216216216217
Minnesota,January,80.62790697674419,871.3255813953489
Minnesota,July,44.3,743.975
Minnesota,June,44.60526315789474,737.3421052631579
Minnesota,March,65.35897435897436,821.7179487179487
Minnesota,May,50.5,761.4
Minnesota,November,54.19512195121951,805.0
Minnesota,October,53.86666666666667,810.1555555555556
Minnesota,September,48.07692307692308,777.974358974359
Mississippi,April,41.282051282051285,589.2564102564103
Mississippi,August,33.125,562.9
Mississippi,December,48.470588235294116,626.0
Mississippi,February,49.16216216216216,626.5405405405405
Mississippi,January,59.13953488372093,654.046511627907
Mississippi,July,33.925,556.825
Mississippi,June,33.89473684210526,558.8947368421053
Mississippi,March,48.12820512820513,601.8974358974359
Mississippi,May,37.75,563.65
Mississippi,November,40.73170731707317,578.0975609756098
Mississippi,October,35.31111111111111,562.9777777777778
Mississippi,September,36.17948717948718,564.5128205128206
Missouri,April,77.33333333333333,1116.820512820513
Missouri,August,61.575,1052.975
Missouri,December,88.02941176470588,1177.4117647058824
Missouri,February,104.1891891891892,1203.0
Missouri,January,115.04651162790698,1248.5581395348838
Missouri,July,60.95,1053.725
Missouri,June,64.21052631578948,1064.3157894736842
Missouri,March,96.23076923076923,1172.051282051282
Missouri,May,67.8,1066.675
Missouri,November,72.2439024390244,1092.0243902439024
Missouri,October,70.35555555555555,1087.911111111111
Missouri,September,66.23076923076923,1059.4358974358975
Montana,April,12.820512820512821,184.7948717948718
Montana,August,8.775,169.125
Montana,December,12.970588235294118,185.64705882352942
Montana,February,14.432432432432432,190.6216216216216
Montana,January,16.46511627906977,189.2093023255814
Montana,July,7.975,176.375
Montana,June,10.18421052631579,173.26315789473685
Montana,March,15.615384615384615,189.23076923076923
Montana,May,10.575,177.85
Montana,November,10.390243902439025,175.2439024390244
Montana,October,10.6,179.8
Montana,September,9.820512820512821,171.53846153846155
Nebraska,April,23.71794871794872,307.8205128205128
Nebraska,August,19.175,290.9
Nebraska,December,25.91176470588235,320.3529411764706
Nebraska,February,31.135135135135137,327.97297297297297
Nebraska,January,35.30232558139535,343.4418604651163
Nebraska,July,17.9,285.9
Nebraska,June,20.13157894736842,292.2368421052632
Nebraska,March,31.256410256410255,323.84615384615387
Nebraska,May,20.6,294.475
Nebraska,November,22.341463414634145,308.3414634146341
Nebraska,October,23.4,298.8
Nebraska,September,20.384615384615383,292.71794871794873
Nevada,April,32.17948717948718,430.56410256410254
Nevada,August,24.6,403.075
Nevada,December,33.205882352941174,430.7352941176471
Nevada,February,38.54054054054054,452.2432432432432
Nevada,January,42.06976744186046,459.83720930232556
Nevada,July,24.75,412.1
Nevada,June,28.13157894736842,419.10526315789474
Nevada,March,35.43589743589744,441.87179487179486
Nevada,May,27.275,414.725
Nevada,November,27.853658536585368,415.0
Nevada,October,24.2,400.53333333333336
Nevada,September,24.05128205128205,405.05128205128204
New Hampshire,April,16.58974358974359,221.94871794871796
New Hampshire,August,12.725,203.625
New Hampshire,December,16.323529411764707,220.61764705882354
New Hampshire,February,21.83783783783784,242.1891891891892
New Hampshire,January,22.906976744186046,241.48837209302326
New Hampshire,July,11.375,204.725
New Hampshire,June,13.421052631578947,210.44736842105263
New Hampshire,March,19.333333333333332,225.05128205128204
New Hampshire,May,13.65,210.875
New Hampshire,November,14.926829268292684,217.09756097560975
New Hampshire,October,14.155555555555555,221.04444444444445
New Hampshire,September,12.487179487179487,212.6153846153846
New Jersey,April,90.2051282051282,1392.923076923077
New Jersey,August,70.075,1281.0
New Jersey,December,89.08823529411765,1445.3823529411766
New Jersey,February,110.48648648648648,1503.8108108108108
New Jersey,January,121.09302325581395,1570.7906976744187
New Jersey,July,72.5,1286.15
New Jersey,June,74.94736842105263,1306.7105263157894
New Jersey,March,97.33333333333333,1439.051282051282
New Jersey,May,76.1,1317.975
New Jersey,November,81.21951219512195,1370.9512195121952
New Jersey,October,75.66666666666667,1336.6444444444444
New Jersey,September,72.17948717948718,1293.5641025641025
New Mexico,April,26.333333333333332,341.0769230769231
New Mexico,August,17.85,306.725
New Mexico,December,26.558823529411764,342.61764705882354
New Mexico,February,35.5945945945946,368.5135135135135
New Mexico,January,35.2093023255814,367.06976744186045
New Mexico,July,17.15,310.8
New Mexico,June,19.36842105263158,314.07894736842104
New Mexico,March,33.35897435897436,355.15384615384613
New Mexico,May,23.275,326.75
New Mexico,November,23.121951219512194,319.6341463414634
New Mexico,October,20.555555555555557,321.2
New Mexico,September,20.641025641025642,314.5897435897436
New York,April,159.87179487179486,1911.923076923077
New York,August,120.5,1739.625
New York,December,159.58823529411765,1983.3235294117646
New York,February,188.56756756756758,2049.027027027027
New York,January,207.90697674418604,2110.5581395348836
New York,July,126.075,1761.125
New York,June,125.39473684210526,1775.3684210526317
New York,March,170.33333333333334,1976.2051282051282
New York,May,138.75,1796.3
New York,November,144.53658536585365,1868.3658536585365
New York,October,138.4,1833.9777777777779
New York,September,123.17948717948718,1763.923076923077
New York City,April,96.61538461538461,1012.8205128205128
New York City,August,79.45,949.25
New York City,December,102.6470588235294,1065.8235294117646
New York City,February,117.43243243243244,1082.5945945945946
New York City,January,132.3953488372093,1150.2558139534883
New York City,July,77.4,954.975
New York City,June,85.34210526315789,949.2631578947369
New York City,March,102.61538461538461,1035.2051282051282
New York City,May,87.15,966.725
New York City,November,93.17948717948718,1028.974358974359
New York City,October,86.95238095238095,996.4761904761905
New York City,September,80.41025641025641,956.9487179487179
North Carolina,April,131.82051282051282,1622.7435897435898
North Carolina,August,101.15,1542.475
North Carolina,December,145.8235294117647,1733.0588235294117
North Carolina,February,169.54054054054055,1774.5405405405406
North Carolina,January,190.0,1828.2093023255813
North Carolina,July,104.5,1544.975
North Carolina,June,111.07894736842105,1562.5526315789473
North Carolina,March,154.76923076923077,1713.7179487179487
North Carolina,May,113.1,1576.25
North Carolina,November,125.38461538461539,1639.4871794871794
North Carolina,October,115.14634146341463,1591.1707317073171
North Carolina,September,104.61538461538461,1565.820512820513
North Dakota,April,10.974358974358974,121.74358974358974
North Dakota,August,7.7,110.425
North Dakota,December,10.676470588235293,121.8529411764706
North Dakota,February,10.972972972972974,121.89189189189189
North Dakota,January,13.627906976744185,127.13953488372093
North Dakota,July,7.9,108.225
North Dakota,June,7.921052631578948,110.73684210526316
North Dakota,March,12.76923076923077,122.82051282051282
North Dakota,May,9.025,114.775
North Dakota,November,9.21951219512195,118.17073170731707
North Dakota,October,10.955555555555556,117.62222222222222
North Dakota,September,9.051282051282051,113.17948717948718
Ohio,April,160.53846153846155,2220.641025641026
Ohio,August,119.775,2039.65
Ohio,December,171.76470588235293,2267.8529411764707
Ohio,February,187.75675675675674,2374.5945945945946
Ohio,January,218.0,2471.4418604651164
Ohio,July,124.2,2066.35
Ohio,June,126.13157894736842,2062.0
Ohio,March,181.2051282051282,2309.0
Ohio,May,137.525,2095.475
Ohio,November,146.97560975609755,2109.9756097560976
Ohio,October,140.0222222222222,2116.0
Ohio,September,128.53846153846155,2068.051282051282
Oklahoma,April,61.1025641025641,724.0769230769231
Oklahoma,August,47.15,697.2
Oklahoma,December,66.1470588235294,772.4117647058823
Oklahoma,February,84.16216216216216,806.8378378378378
Oklahoma,January,88.55813953488372,828.7441860465116
Oklahoma,July,49.725,702.475
Oklahoma,June,49.63157894736842,693.2105263157895
Oklahoma,March,69.12820512820512,771.3846153846154
Oklahoma,May,54.475,708.9
Oklahoma,November,56.19512195121951,723.829268292683
Oklahoma,October,53.53333333333333,710.4666666666667
Oklahoma,September,48.07692307692308,696.2307692307693
Oregon,April,40.17948717948718,665.8717948717949
Oregon,August,27.2,617.025
Oregon,December,44.205882352941174,686.8235294117648
Oregon,February,47.891891891891895,690.8648648648649
Oregon,January,56.53488372093023,719.1395348837209
Oregon,July,29.3,623.1
Oregon,June,33.5,632.8421052631579
Oregon,March,44.43589743589744,682.8717948717949
Oregon,May,37.075,642.65
Oregon,November,37.19512195121951,648.7073170731708
Oregon,October,33.46666666666667,638.8222222222222
Oregon,September,27.564102564102566,621.7435897435897
Pennsylvania,April,167.7948717948718,2519.6923076923076
Pennsylvania,August,126.125,2296.725
Pennsylvania,December,171.23529411764707,2617.3823529411766
Pennsylvania,February,215.86486486486487,2730.5135135135133
Pennsylvania,January,234.95348837209303,2805.9767441860463
Pennsylvania,July,123.8,2304.275
Pennsylvania,June,136.8421052631579,2340.3947368421054
Pennsylvania,March,193.17948717948718,2628.5897435897436
Pennsylvania,May,144.1,2383.9
Pennsylvania,November,148.21951219512195,2436.9268292682927
Pennsylvania,October,145.73333333333332,2421.288888888889
Pennsylvania,September,132.33333333333334,2340.076923076923
Rhode Island,April,18.82051282051282,194.89743589743588
Rhode Island,August,13.475,170.925
Rhode Island,December,17.470588235294116,198.35294117647058
Rhode Island,February,21.324324324324323,204.75675675675674
Rhode Island,January,22.46511627906977,207.67441860465115
Rhode Island,July,13.125,175.0
Rhode Island,June,12.605263157894736,176.8684210526316
Rhode Island,March,19.256410256410255,195.10256410256412
Rhode Island,May,15.0,182.025
Rhode Island,November,14.1,181.55
Rhode Island,October,13.533333333333333,180.95555555555555
Rhode Island,September,12.282051282051283,175.6153846153846
South Carolina,April,61.43589743589744,861.4102564102565
South Carolina,August,46.525,817.775
South Carolina,December,69.61764705882354,920.4411764705883
South Carolina,February,78.97297297297297,938.8648648648649
South Carolina,January,88.46511627906976,963.7674418604652
South Carolina,July,50.325,824.275
South Carolina,June,53.05263157894737,841.421052631579
South Carolina,March,69.17948717948718,906.6153846153846
South Carolina,May,58.975,842.3
South Carolina,November,58.80487804878049,868.3414634146342
South Carolina,October,54.75555555555555,854.2888888888889
South Carolina,September,51.666666666666664,832.1282051282051
South Dakota,April,15.051282051282051,146.33333333333334
South Dakota,August,9.8,135.175
South Dakota,December,13.529411764705882,149.6764705882353
South Dakota,February,16.89189189189189,151.48648648648648
South Dakota,January,18.186046511627907,155.90697674418604
South Dakota,July,9.2,136.075
South Dakota,June,10.157894736842104,135.28947368421052
South Dakota,March,16.564102564102566,152.43589743589743
South Dakota,May,12.15,135.875
South Dakota,November,12.0,143.65853658536585
South Dakota,October,13.488888888888889,148.6888888888889
South Dakota,September,11.41025641025641,138.82051282051282
Tennessee,April,101.25641025641026,1227.2820512820513
Tennessee,August,79.925,1170.6
Tennessee,December,116.17647058823529,1307.7058823529412
Tennessee,February,122.51351351351352,1330.054054054054
Tennessee,January,142.8372093023256,1373.046511627907
Tennessee,July,83.5,1186.875
Tennessee,June,86.21052631578948,1186.6052631578948
Tennessee,March,110.94871794871794,1274.7948717948718
Tennessee,May,90.525,1196.675
Tennessee,November,96.7560975609756,1225.0487804878048
Tennessee,October,89.86666666666666,1208.088888888889
Tennessee,September,83.76923076923077,1190.4102564102564
Texas,April,256.35897435897436,3463.102564102564
Texas,August,203.075,3311.075
Texas,December,302.55882352941177,3715.676470588235
Texas,February,336.4054054054054,3755.7567567567567
Texas,January,386.6279069767442,3939.3255813953488
Texas,July,209.925,3333.6
Texas,June,225.60526315789474,3367.2631578947367
Texas,March,299.7692307692308,3618.076923076923
Texas,May,235.0,3391.925
Texas,November,244.1951219512195,3426.2195121951218
Texas,October,227.35555555555555,3383.311111111111
Texas,September,213.35897435897436,3307.230769230769
Utah,April,21.974358974358974,317.4871794871795
Utah,August,16.1,303.925
Utah,December,24.91176470588235,326.6470588235294
Utah,February,29.783783783783782,336.4864864864865
Utah,January,30.6046511627907,332.6511627906977
Utah,July,17.15,308.6
Utah,June,19.263157894736842,311.8421052631579
Utah,March,27.666666666666668,329.6666666666667
Utah,May,21.4,314.625
Utah,November,21.75609756097561,310.1219512195122
Utah,October,19.977777777777778,310.06666666666666
Utah,September,18.025641025641026,304.3076923076923
Vermont,April,9.538461538461538,109.46153846153847
Vermont,August,6.175,98.75
Vermont,December,9.5,111.02941176470588
Vermont,February,12.27027027027027,113.75675675675676
Vermont,January,13.046511627906977,117.72093023255815
Vermont,July,6.85,100.175
Vermont,June,7.2631578947368425,100.5
Vermont,March,11.820512820512821,113.48717948717949
Vermont,May,8.975,105.025
Vermont,November,8.55,105.75
Vermont,October,7.111111111111111,105.82222222222222
Vermont,September,6.871794871794871,102.92307692307692
Virginia,April,79.94871794871794,1225.051282051282
Virginia,August,63.15,1155.075
Virginia,December,88.26470588235294,1287.264705882353
Virginia,February,104.05405405405405,1317.8918918918919
Virginia,January,116.11627906976744,1360.4651162790697
Virginia,July,65.55,1158.425
Virginia,June,67.73684210526316,1156.9736842105262
Virginia,March,89.58974358974359,1265.820512820513
Virginia,May,70.15,1174.0
Virginia,November,75.58536585365853,1191.121951219512
Virginia,October,71.31111111111112,1196.6666666666667
Virginia,September,64.7948717948718,1159.051282051282
Washington,April,80.02564102564102,1019.0769230769231
Washington,August,56.225,942.8
Washington,December,81.0,1032.6764705882354
Washington,February,92.89189189189189,1068.6756756756756
Washington,January,107.86046511627907,1101.8837209302326
Washington,July,58.425,960.95
Washington,June,63.68421052631579,958.0263157894736
Washington,March,87.56410256410257,1052.6666666666667
Washington,May,69.275,975.725
Washington,November,72.92682926829268,1002.6829268292682
Washington,October,69.2,992.3777777777777
Washington,September,58.17948717948718,953.5128205128206
West Virginia,April,38.48717948717949,430.84615384615387
West Virginia,August,30.125,400.525
West Virginia,December,39.705882352941174,443.52941176470586
West Virginia,February,45.027027027027025,455.2432432432432
West Virginia,January,49.604651162790695,479.0
West Virginia,July,28.45,398.75
West Virginia,June,32.44736842105263,407.86842105263156
West Virginia,March,43.41025641025641,445.9230769230769
West Virginia,May,31.5,408.4
West Virginia,November,34.0,427.20512820512823
West Virginia,October,32.82222222222222,405.8222222222222
West Virginia,September,30.307692307692307,410.05128205128204
Wisconsin,April,70.07692307692308,976.1538461538462
Wisconsin,August,50.325,901.4
Wisconsin,December,69.94117647058823,1015.6176470588235
Wisconsin,February,78.89189189189189,1016.1891891891892
Wisconsin,January,91.48837209302326,1060.9767441860465
Wisconsin,July,50.325,896.3
Wisconsin,June,51.1578947368421,897.0
Wisconsin,March,78.05128205128206,1004.3846153846154
Wisconsin,May,57.7,931.625
Wisconsin,November,59.609756097560975,963.5365853658536
Wisconsin,October,58.333333333333336,967.8666666666667
Wisconsin,September,54.53846153846154,920.1538461538462
Wyoming,April,7.256410256410256,88.28205128205128
Wyoming,August,4.425,82.725
Wyoming,December,7.0588235294117645,90.61764705882354
Wyoming,February,8.783783783783784,91.43243243243244
Wyoming,January,9.232558139534884,94.69767441860465
Wyoming,July,5.025,86.1
Wyoming,June,6.131578947368421,86.44736842105263
Wyoming,March,8.076923076923077,92.12820512820512
Wyoming,May,6.275,86.925
Wyoming,November,6.390243902439025,89.6829268292683
Wyoming,October,6.177777777777778,87.64444444444445
Wyoming,September,5.846153846153846,84.7948717948718
